Type,Brand,Model,Benchmark,Model_Type,Tier,Processor_Number,URL
CPU,Intel,Core i7-2600K,70.6,Core,i7,2600K,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621
CPU,Intel,Core i7-4770,70.5,Core,i7,4770,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978
CPU,Intel,Xeon E3-1230 V2,70.5,Xeon,Xeon E3-123,0,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz
CPU,Intel,Core i7 K 875,70.4,Core,Core i7 K,875,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz
CPU,Intel,Xeon E3-1240,70.3,Xeon,Xeon E3-124,0,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz
CPU,Intel,Core i7-4770T,70.3,Core,i7,4770T,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz
CPU,AMD,Ryzen 5 1600,70.2,Ryzen,Ryzen 5,1600,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919
CPU,Intel,Core i7-8750H,70.1,Core,i7,8750H,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
CPU,AMD,Ryzen 5 4600H,70.1,Ryzen,Ryzen 5,4600H,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,Intel,Xeon X5650,70.1,Xeon,Xeon X565,0,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz
CPU,Intel,Xeon E3-1505M v6,70.1,Xeon,Xeon E3-150,5,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz
CPU,Intel,Core i3-7300,70.0,Core,i3,7300,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893
CPU,Intel,Core i7-6700T,69.9,Core,i7,6700T,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz
CPU,Intel,Xeon E3-1225 V2,69.8,Xeon,Xeon E3-122,5,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz
CPU,Intel,Xeon E5-1620 0,69.7,Xeon,Xeon E5-1620,0,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz
CPU,Intel,Core i7-3940XM,69.6,Core,i7,3940XM,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz
CPU,Intel,Pentium Gold G5600,69.6,Pentium,Pentium Gold,G5600,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz
CPU,AMD,Ryzen 5 4600HS,69.6,Ryzen,Ryzen 5,4600HS,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics
CPU,Intel,Core i5-4690K,69.6,Core,i5,4690K,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,Intel,Core i7-3820,69.5,Core,i7,3820,https://cpu.userbenchmark.com/SpeedTest/739/IntelR-CoreTM-i7-3820-CPU---360GHz
CPU,Intel,Core i7-6920HQ,69.5,Core,i7,6920HQ,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR-CoreTM-i7-6920HQ-CPU---290GHz
CPU,Intel,Xeon E3-1220 V2,69.5,Xeon,Xeon E3-122,0,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR-XeonR-CPU-E3-1220-V2---310GHz
CPU,Intel,Core i3-6320,69.4,Core,i3,6320,https://cpu.userbenchmark.com/Intel-Core-i3-6320/Rating/3535
CPU,Intel,Core i7-1195G7,69.4,Core,i7,1195G7,https://cpu.userbenchmark.com/SpeedTest/1654461/11th-Gen-IntelR-CoreTM-i7-1195G7---290GHz
CPU,Intel,Xeon E31230,69.4,Xeon,Xeon E3123,0,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR-XeonR-CPU-E31230---320GHz
CPU,Intel,Xeon E3-1220 v3,69.4,Xeon,Xeon E3-1220,3,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR-XeonR-CPU-E3-1220-v3---310GHz
CPU,Intel,Core i7-4940MX,69.3,Core,i7,4940MX,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR-CoreTM-i7-4940MX-CPU---310GHz
CPU,Intel,Core i7-3770S,69.3,Core,i7,3770S,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR-CoreTM-i7-3770S-CPU---310GHz
CPU,Intel,Xeon X5570,69.2,Xeon,Xeon X557,0,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR-XeonR-CPU-----------X5570----293GHz
CPU,Intel,Pentium Gold G5500,69.1,Pentium,Pentium Gold,G5500,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR-PentiumR-Gold-G5500-CPU---380GHz
CPU,Intel,Core i7-4930MX,69.1,Core,i7,4930MX,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR-CoreTM-i7-4930MX-CPU---300GHz
CPU,Intel,Xeon E3-1225 v3,69.1,Xeon,Xeon E3-1225,3,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR-XeonR-CPU-E3-1225-v3---320GHz
CPU,AMD,Ryzen 7 1700,69.0,Ryzen,Ryzen 7,1700,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700/Rating/3917
CPU,Intel,Core i5-1145G7,69.0,Core,i5,1145G7,https://cpu.userbenchmark.com/SpeedTest/1345527/11th-Gen-IntelR-CoreTM-i5-1145G7---260GHz
CPU,Intel,Core i7-3770,69.0,Core,i7,3770,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979
CPU,Intel,Core i5-3450S,68.9,Core,i5,3450S,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR-CoreTM-i5-3450S-CPU---280GHz
CPU,Intel,Core i7-5700HQ,68.8,Core,i7,5700HQ,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR-CoreTM-i7-5700HQ-CPU---270GHz
CPU,Intel,Core i7-6820HK,68.8,Core,i7,6820HK,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR-CoreTM-i7-6820HK-CPU---270GHz
CPU,Intel,Core i5-1135G7,68.7,Core,i5,1135G7,https://cpu.userbenchmark.com/SpeedTest/1286124/11th-Gen-IntelR-CoreTM-i5-1135G7---240GHz
CPU,Intel,Xeon X3470,68.7,Xeon,Xeon X347,0,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR-XeonR-CPU-----------X3470----293GHz
CPU,Intel,Xeon E5-2643 0,68.7,Xeon,Xeon E5-2643,0,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR-XeonR-CPU-E5-2643-0---330GHz
CPU,Intel,Core i5-3550,68.6,Core,i5,3550,https://cpu.userbenchmark.com/SpeedTest/846/IntelR-CoreTM-i5-3550-CPU---330GHz
CPU,Intel,Xeon E31225,68.6,Xeon,Xeon E3122,5,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR-XeonR-CPU-E31225---310GHz
CPU,Intel,Core i3-7101E,68.6,Core,i3,7101E,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR-CoreTM-i3-7101E-CPU---390GHz
CPU,Intel,Core i5-3475S,68.5,Core,i5,3475S,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR-CoreTM-i5-3475S-CPU---290GHz
CPU,Intel,Xeon E5-2630 v3,68.5,Xeon,Xeon E5-2630,3,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR-XeonR-CPU-E5-2630-v3---240GHz
CPU,Intel,Pentium Gold G6400,68.4,Pentium,Pentium Gold,G6400,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR-PentiumR-Gold-G6400-CPU---400GHz
CPU,Intel,Core i7-3920XM,68.2,Core,i7,3920XM,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR-CoreTM-i7-3920XM-CPU---290GHz
CPU,Intel,Pentium Gold G7400,68.2,Pentium,Pentium Gold,G7400,https://cpu.userbenchmark.com/SpeedTest/1755065/IntelR-PentiumR-Gold-G7400
CPU,AMD,Ryzen 5 3400G,68.1,Ryzen,Ryzen 5,3400G,https://cpu.userbenchmark.com/SpeedTest/825156/AMD-Ryzen-5-3400G-with-Radeon-Vega-Graphics
CPU,AMD,Ryzen 7 5800U,68.1,Ryzen,Ryzen 7,5800U,https://cpu.userbenchmark.com/SpeedTest/1433044/AMD-Ryzen-7-5800U-with-Radeon-Graphics
CPU,Intel,Xeon X5560,68.1,Xeon,Xeon X556,0,https://cpu.userbenchmark.com/SpeedTest/16614/IntelR-XeonR-CPU-----------X5560----280GHz
CPU,Intel,Core i7-10710U,68.0,Core,i7,10710U,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR-CoreTM-i7-10710U-CPU---110GHz
CPU,AMD,Ryzen 3 4300U,68.0,Ryzen,Ryzen 3,4300U,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD-Ryzen-3-4300U-with-Radeon-Graphics
CPU,Intel,Core i7-4960HQ,68.0,Core,i7,4960HQ,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR-CoreTM-i7-4960HQ-CPU---260GHz
CPU,Intel,Core i5-4670K,68.0,Core,i5,4670K,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,Intel,Xeon E31220,67.9,Xeon,Xeon E3122,0,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR-XeonR-CPU-E31220---310GHz
CPU,AMD,Ryzen 9 4900U,67.8,Ryzen,Ryzen 9,4900U,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics
CPU,Intel,Xeon X3460,67.7,Xeon,Xeon X346,0,https://cpu.userbenchmark.com/SpeedTest/3739/IntelR-XeonR-CPU-----------X3460----280GHz
CPU,Intel,Core i7 960,67.6,Core,Core i7,960,https://cpu.userbenchmark.com/SpeedTest/778/IntelR-CoreTM-i7-CPU---------960----320GHz
CPU,Intel,Core i7-4900MQ,67.6,Core,i7,4900MQ,https://cpu.userbenchmark.com/Intel-Core-i7-4900MQ/Rating/1994
CPU,Intel,Core i5-3570K,67.6,Core,i5,3570K,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316
CPU,Intel,Core i5-6600,67.6,Core,i5,6600,https://cpu.userbenchmark.com/Intel-Core-i5-6600/Rating/3514
CPU,Intel,Xeon L5639,67.5,Xeon,Xeon,,https://cpu.userbenchmark.com/SpeedTest/5958/IntelR-XeonR-CPU-----------L5639----213GHz
CPU,Intel,Xeon E5-2670,67.3,Xeon,Xeon E5-267,0,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR-XeonR-CPU-E5-2670-0---260GHz
CPU,Intel,Core i7-4910MQ,67.3,Core,i7,4910MQ,https://cpu.userbenchmark.com/SpeedTest/9700/IntelR-CoreTM-i7-4910MQ-CPU---290GHz
CPU,Intel,Core i5-4590S,67.1,Core,i5,4590S,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR-CoreTM-i5-4590S-CPU---300GHz
CPU,Intel,Core i7-1185G7,67.1,Core,i7,1185G7,https://cpu.userbenchmark.com/SpeedTest/1268967/11th-Gen-IntelR-CoreTM-i7-1185G7---300GHz
CPU,Intel,Core i7-2600,67.1,Core,i7,2600,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620
CPU,AMD,Ryzen 7 5700U,67.1,Ryzen,Ryzen 7,5700U,https://cpu.userbenchmark.com/SpeedTest/1482042/AMD-Ryzen-7-5700U-with-Radeon-Graphics
CPU,Intel,Core i5-4690,67.1,Core,i5,4690,https://cpu.userbenchmark.com/Intel-Core-i5-4690/Rating/2311
CPU,Intel,Xeon E5-2670 v2,67.0,Xeon,Xeon E5-2670,2,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz
CPU,Intel,Xeon W3565,67.0,Xeon,Xeon W356,5,https://cpu.userbenchmark.com/SpeedTest/6324/IntelR-XeonR-CPU-----------W3565----320GHz
CPU,Intel,Core i7-2600S,67.0,Core,i7,2600S,https://cpu.userbenchmark.com/SpeedTest/6489/IntelR-CoreTM-i7-2600S-CPU---280GHz
CPU,Intel,Core i3-7300T,66.8,Core,i3,7300T,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz
CPU,Intel,Core i5-7500,66.8,Core,i5,7500,https://cpu.userbenchmark.com/Intel-Core-i5-7500/Rating/3648
CPU,Intel,Pentium G4620,66.7,Pentium,Pentium,G4620,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895
CPU,Intel,Core i3-6300,66.7,Core,i3,6300,https://cpu.userbenchmark.com/Intel-Core-i3-6300/Rating/3536
CPU,Intel,Core i5-4670,66.5,Core,i5,4670,https://cpu.userbenchmark.com/SpeedTest/630/IntelR-CoreTM-i5-4670-CPU---340GHz
CPU,AMD,Ryzen 5 1500X,66.4,Ryzen,Ryzen 5,1500X,https://cpu.userbenchmark.com/AMD-Ryzen-5-1500X/Rating/3921
CPU,Intel,Core i5-7500T,66.3,Core,i5,7500T,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR-CoreTM-i5-7500T-CPU---270GHz
CPU,Intel,Core i7-3820QM,66.3,Core,i7,3820QM,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz
CPU,Intel,Core i5-1130G7,66.3,Core,i5,1130G7,https://cpu.userbenchmark.com/SpeedTest/1418235/11th-Gen-IntelR-CoreTM-i5-1130G7---110GHz
CPU,Intel,Core i7-4722HQ,66.3,Core,i7,4722HQ,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR-CoreTM-i7-4722HQ-CPU---240GHz
CPU,Intel,Core i5-3450,66.3,Core,i5,3450,https://cpu.userbenchmark.com/SpeedTest/161/IntelR-CoreTM-i5-3450-CPU---310GHz
CPU,Intel,Core i7-1165G7,66.2,Core,i7,1165G7,https://cpu.userbenchmark.com/SpeedTest/1195374/11th-Gen-IntelR-CoreTM-i7-1165G7---280GHz
CPU,Intel,Core i5-4570S,66.2,Core,i5,4570S,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR-CoreTM-i5-4570S-CPU---290GHz
CPU,Intel,Core i5-4460S,66.1,Core,i5,4460S,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR-CoreTM-i5-4460S-CPU---290GHz
CPU,Intel,Core i5-3340,66.1,Core,i5,3340,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR-CoreTM-i5-3340-CPU---310GHz
CPU,Intel,Core i7 870,66.1,Core,Core i7,870,https://cpu.userbenchmark.com/SpeedTest/961/IntelR-CoreTM-i7-CPU---------870----293GHz
CPU,Intel,Core i7-3840QM,66.1,Core,i7,3840QM,https://cpu.userbenchmark.com/SpeedTest/2451/IntelR-CoreTM-i7-3840QM-CPU---280GHz
CPU,Intel,Core i7-4850HQ,66.0,Core,i7,4850HQ,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR-CoreTM-i7-4850HQ-CPU---230GHz
CPU,Intel,Xeon X3450,66.0,Xeon,Xeon X345,0,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR-XeonR-CPU-----------X3450----267GHz
CPU,Intel,Core i3-4350,65.9,Core,i3,4350,https://cpu.userbenchmark.com/Intel-Core-i3-4350/Rating/2433
CPU,Intel,Core i5-2500K,65.9,Core,i5,2500K,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619
CPU,Intel,Core i7-950,65.9,Core,i7,950,https://cpu.userbenchmark.com/Intel-Core-i7-950/Rating/617
CPU,AMD,Ryzen 5 5600U,65.8,Ryzen,Ryzen 5,5600U,https://cpu.userbenchmark.com/SpeedTest/1461589/AMD-Ryzen-5-5600U-with-Radeon-Graphics
CPU,Intel,Core i3-4370,65.8,Core,i3,4370,https://cpu.userbenchmark.com/Intel-Core-i3-4370/Rating/2817
CPU,Intel,Xeon W3550,65.8,Xeon,Xeon W355,0,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz
CPU,Intel,Core i7 940,65.5,Core,Core i7,940,https://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz
CPU,AMD,Ryzen 3 1300X,65.4,Ryzen,Ryzen 3,1300X,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930
CPU,Intel,Core i7-1160G7,65.4,Core,i7,1160G7,https://cpu.userbenchmark.com/SpeedTest/1300243/11th-Gen-IntelR-CoreTM-i7-1160G7---120GHz
CPU,Intel,Core i5-3470S,65.3,Core,i5,3470S,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR-CoreTM-i5-3470S-CPU---290GHz
CPU,Intel,Core i5-7400T,65.3,Core,i5,7400T,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR-CoreTM-i5-7400T-CPU---240GHz
CPU,Intel,Core i5-3350P,65.3,Core,i5,3350P,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR-CoreTM-i5-3350P-CPU---310GHz
CPU,Intel,Core i3-6300T,65.2,Core,i3,6300T,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR-CoreTM-i3-6300T-CPU---330GHz
CPU,Intel,Xeon X3440,65.2,Xeon,Xeon X344,0,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz
CPU,Intel,Core i5-4570R,65.2,Core,i5,4570R,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR-CoreTM-i5-4570R-CPU---270GHz
CPU,AMD,Ryzen 5 2600H,65.2,Ryzen,Ryzen 5,2600H,https://cpu.userbenchmark.com/SpeedTest/617618/AMD-Ryzen-5-2600H-with-Radeon-Vega-Graphics
CPU,Intel,Core i5-4430,65.2,Core,i5,4430,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR-CoreTM-i5-4430-CPU---300GHz
CPU,Intel,Core i5-3570,65.1,Core,i5,3570,https://cpu.userbenchmark.com/SpeedTest/793/IntelR-CoreTM-i5-3570-CPU---340GHz
CPU,Intel,Core i3-8109U,65.0,Core,i3,8109U,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR-CoreTM-i3-8109U-CPU---300GHz
CPU,Intel,Core i5-9300H,65.0,Core,i5,9300H,https://cpu.userbenchmark.com/SpeedTest/744904/IntelR-CoreTM-i5-9300H-CPU---240GHz
CPU,Intel,Core i7-3720QM,64.8,Core,i7,3720QM,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR-CoreTM-i7-3720QM-CPU---260GHz
CPU,Intel,Core i5-2310,64.8,Core,i5,2310,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR-CoreTM-i5-2310-CPU---290GHz
CPU,Intel,Core i5-8300H,64.7,Core,i5,8300H,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR-CoreTM-i5-8300H-CPU---230GHz
CPU,Intel,Core i3-4360,64.7,Core,i3,4360,https://cpu.userbenchmark.com/Intel-Core-i3-4360/Rating/2819
CPU,Intel,Core i7-2960XM,64.6,Core,i7,2960XM,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz
CPU,Intel,Xeon W3530,64.6,Xeon,Xeon W353,0,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz
CPU,Intel,Core i3-4340,64.5,Core,i3,4340,https://cpu.userbenchmark.com/Intel-Core-i3-4340/Rating/2877
CPU,Intel,Core i7-3740QM,64.4,Core,i7,3740QM,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR-CoreTM-i7-3740QM-CPU---270GHz
CPU,Intel,Core i5-2500S,64.3,Core,i5,2500S,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz
CPU,Intel,Core i7 860,64.2,Core,Core i7,860,https://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz
CPU,AMD,Ryzen 7 2800H,64.1,Ryzen,Ryzen 7,2800H,https://cpu.userbenchmark.com/SpeedTest/667422/AMD-Ryzen-7-2800H-with-Radeon-Vega-Graphics
CPU,Intel,Core i5-3330S,64.1,Core,i5,3330S,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz
CPU,AMD,Ryzen 5 5500U,64.1,Ryzen,Ryzen 5,5500U,https://cpu.userbenchmark.com/SpeedTest/1471250/AMD-Ryzen-5-5500U-with-Radeon-Graphics
CPU,Intel,Core i5-2300,64.0,Core,i5,2300,https://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz
CPU,Intel,Core i7-4770HQ,64.0,Core,i7,4770HQ,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR-CoreTM-i7-4770HQ-CPU---220GHz
CPU,Intel,Core i7 930,64.0,Core,Core i7,930,https://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz
CPU,Intel,Core i5-2320,63.9,Core,i5,2320,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR-CoreTM-i5-2320-CPU---300GHz
CPU,Intel,Core i5-2405S,63.9,Core,i5,2405S,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR-CoreTM-i5-2405S-CPU---250GHz
CPU,Intel,Core i7-7567U,63.9,Core,i7,7567U,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR-CoreTM-i7-7567U-CPU---350GHz
CPU,Intel,Core i5 760,63.6,Core,Core i5,760,https://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz
CPU,Intel,Core i5-6500,63.6,Core,i5,6500,https://cpu.userbenchmark.com/Intel-Core-i5-6500/Rating/3513
CPU,Intel,Core i5-7400,63.5,Core,i5,7400,https://cpu.userbenchmark.com/Intel-Core-i5-7400/Rating/3886
CPU,Intel,Pentium G5400T,63.5,Pentium,Pentium,G5400T,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR-PentiumR-Gold-G5400T-CPU---310GHz
CPU,Intel,Core i5-4590,63.5,Core,i5,4590,https://cpu.userbenchmark.com/Intel-Core-i5-4590/Rating/2604
CPU,Intel,Core i7-4750HQ,63.4,Core,i7,4750HQ,https://cpu.userbenchmark.com/SpeedTest/3709/IntelR-CoreTM-i7-4750HQ-CPU---200GHz
CPU,Intel,Core i7-4800MQ,63.3,Core,i7,4800MQ,https://cpu.userbenchmark.com/SpeedTest/3437/IntelR-CoreTM-i7-4800MQ-CPU---270GHz
CPU,Intel,Xeon E5540,63.1,Xeon,Xeon E554,0,https://cpu.userbenchmark.com/SpeedTest/13822/IntelR-XeonR-CPU-----------E5540----253GHz
CPU,Intel,Core i5-3470,63.1,Core,i5,3470,https://cpu.userbenchmark.com/Intel-Core-i5-3470/Rating/2771
CPU,Intel,Xeon W3520,63.1,Xeon,Xeon W352,0,https://cpu.userbenchmark.com/SpeedTest/3585/IntelR-XeonR-CPU-----------W3520----267GHz
CPU,AMD,FX-9590,63.1,FX-9590,FX-,9590,https://cpu.userbenchmark.com/AMD-FX-9590/Rating/1812
CPU,Intel,Core i7-7820HQ,63.0,Core,i7,7820HQ,https://cpu.userbenchmark.com/SpeedTest/185229/IntelR-CoreTM-i7-7820HQ-CPU---290GHz
CPU,Intel,Pentium G4600,62.9,Pentium,Pentium,G4600,https://cpu.userbenchmark.com/Intel-Pentium-G4600/Rating/3894
CPU,Intel,Core i5-2500,62.9,Core,i5,2500,https://cpu.userbenchmark.com/SpeedTest/517/IntelR-CoreTM-i5-2500-CPU---330GHz
CPU,Intel,Core i5-10310U,62.8,Core,i5,10310U,https://cpu.userbenchmark.com/SpeedTest/1150155/IntelR-CoreTM-i5-10310U-CPU---170GHz
CPU,AMD,Ryzen 3 3200G,62.7,Ryzen,Ryzen 3,3200G,https://cpu.userbenchmark.com/SpeedTest/824486/AMD-Ryzen-3-3200G-with-Radeon-Vega-Graphics
CPU,Intel,Pentium G5500T,62.6,Pentium,Pentium,G5500T,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz
CPU,AMD,Ryzen 5 2400G,62.5,Ryzen,Ryzen 5,2400G,https://cpu.userbenchmark.com/SpeedTest/433194/AMD-Ryzen-5-2400G-with-Radeon-Vega-Graphics
CPU,AMD,FX-9370,62.5,FX-9370,FX-,9370,https://cpu.userbenchmark.com/AMD-FX-9370/Rating/2005
CPU,Intel,Core i5-4570,62.4,Core,i5,4570,https://cpu.userbenchmark.com/Intel-Core-i5-4570/Rating/2770
CPU,Intel,Core i7-3615QM,62.4,Core,i7,3615QM,https://cpu.userbenchmark.com/SpeedTest/806/IntelR-CoreTM-i7-3615QM-CPU---230GHz
CPU,Intel,Core i7-2920XM,62.2,Core,i7,2920XM,https://cpu.userbenchmark.com/SpeedTest/459/IntelR-CoreTM-i7-2920XM-CPU---250GHz
CPU,Intel,Core i5-4460,62.1,Core,i5,4460,https://cpu.userbenchmark.com/Intel-Core-i5-4460/Rating/2310
CPU,AMD,FX-8370,62.1,FX-8370,FX-,8370,https://cpu.userbenchmark.com/AMD-FX-8370/Rating/2983
CPU,Intel,Core i7-3635QM,62.1,Core,i7,3635QM,https://cpu.userbenchmark.com/SpeedTest/2465/IntelR-CoreTM-i7-3635QM-CPU---240GHz
CPU,Intel,Pentium Gold G5400,62.1,Pentium,Pentium Gold,G5400,https://cpu.userbenchmark.com/SpeedTest/484278/IntelR-PentiumR-Gold-G5400-CPU---370GHz
CPU,Intel,Core i7-7700HQ,62.0,Core,i7,7700HQ,https://cpu.userbenchmark.com/SpeedTest/211019/IntelR-CoreTM-i7-7700HQ-CPU---280GHz
CPU,Intel,Core i7-3610QM,62.0,Core,i7,3610QM,https://cpu.userbenchmark.com/Intel-Core-i7-3610QM/Rating/2730
CPU,Intel,Core i3-6098P,62.0,Core,i3,6098P,https://cpu.userbenchmark.com/SpeedTest/80177/IntelR-CoreTM-i3-6098P-CPU---360GHz
CPU,Intel,Core i7-4700HQ,61.9,Core,i7,4700HQ,https://cpu.userbenchmark.com/Intel-Core-i7-4700HQ/Rating/2728
CPU,Intel,Core i3-4330,61.9,Core,i3,4330,https://cpu.userbenchmark.com/Intel-Core-i3-4330/Rating/2876
CPU,Intel,Core i7-4702HQ,61.8,Core,i7,4702HQ,https://cpu.userbenchmark.com/SpeedTest/297/IntelR-CoreTM-i7-4702HQ-CPU---220GHz
CPU,Intel,Core i7-2860QM,61.7,Core,i7,2860QM,https://cpu.userbenchmark.com/SpeedTest/103/IntelR-CoreTM-i7-2860QM-CPU---250GHz
CPU,Intel,Core i7-4810MQ,61.7,Core,i7,4810MQ,https://cpu.userbenchmark.com/SpeedTest/7168/IntelR-CoreTM-i7-4810MQ-CPU---280GHz
CPU,Intel,Core i7-920,61.6,Core,i7,920,https://cpu.userbenchmark.com/Intel-Core-i7-920/Rating/1981
CPU,Intel,Core i5-7260U,61.5,Core,i5,7260U,https://cpu.userbenchmark.com/SpeedTest/269906/IntelR-CoreTM-i5-7260U-CPU---220GHz
CPU,Intel,Core i5-750,61.5,Core,i5,750,https://cpu.userbenchmark.com/Intel-Core-i5-750/Rating/2773
CPU,Intel,Core i5-4440,61.3,Core,i5,4440,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993
