Type,Brand,Model,Benchmark,Model_Type,Tier,Processor_Number,URL
CPU,Intel,Xeon X3430,61.3,Xeon,Xeon X343,0,https://cpu.userbenchmark.com/SpeedTest/5225/IntelR-XeonR-CPU-----------X3430----240GHz
CPU,Intel,Core i5-3330,61.3,Core,i5,3330,https://cpu.userbenchmark.com/SpeedTest/10/IntelR-CoreTM-i5-3330-CPU---300GHz
CPU,Intel,Xeon E5530,61.1,Xeon,Xeon E553,0,https://cpu.userbenchmark.com/SpeedTest/4018/IntelR-XeonR-CPU-----------E5530----240GHz
CPU,AMD,Ryzen 5 1400,61.0,Ryzen,Ryzen 5,1400,https://cpu.userbenchmark.com/AMD-Ryzen-5-1400/Rating/3922
CPU,AMD,Ryzen 3 5400U,61.0,Ryzen,Ryzen 3,5400U,https://cpu.userbenchmark.com/SpeedTest/1535428/AMD-Ryzen-3-5400U-with-Radeon-Graphics
CPU,Intel,Core i7-4702MQ,61.0,Core,i7,4702MQ,https://cpu.userbenchmark.com/SpeedTest/2674/IntelR-CoreTM-i7-4702MQ-CPU---220GHz
CPU,Intel,Core i5-6400,60.8,Core,i5,6400,https://cpu.userbenchmark.com/Intel-Core-i5-6400/Rating/3512
CPU,Intel,Core i7-3630QM,60.8,Core,i7,3630QM,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626
CPU,AMD,FX-8350,60.8,FX-8350,FX-,8350,https://cpu.userbenchmark.com/AMD-FX-8350/Rating/1489
CPU,Intel,Core i7-4712HQ,60.7,Core,i7,4712HQ,https://cpu.userbenchmark.com/SpeedTest/10973/IntelR-CoreTM-i7-4712HQ-CPU---230GHz
CPU,Intel,Core i7-3632QM,60.7,Core,i7,3632QM,https://cpu.userbenchmark.com/SpeedTest/36/IntelR-CoreTM-i7-3632QM-CPU---220GHz
CPU,Intel,Core i7-5557U,60.6,Core,i7,5557U,https://cpu.userbenchmark.com/SpeedTest/27386/IntelR-CoreTM-i7-5557U-CPU---310GHz
CPU,Intel,Core i5-2400,60.6,Core,i5,2400,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803
CPU,Intel,Core i3-7100T,60.5,Core,i3,7100T,https://cpu.userbenchmark.com/SpeedTest/230301/IntelR-CoreTM-i3-7100T-CPU---340GHz
CPU,AMD,Ryzen 3 2200G,60.5,Ryzen,Ryzen 3,2200G,https://cpu.userbenchmark.com/SpeedTest/441832/AMD-Ryzen-3-2200G-with-Radeon-Vega-Graphics
CPU,Intel,Core i7-3612QM,60.5,Core,i7,3612QM,https://cpu.userbenchmark.com/SpeedTest/329/IntelR-CoreTM-i7-3612QM-CPU---210GHz
CPU,Intel,Core i7 X 940,60.4,Core,Core i7 X,940,https://cpu.userbenchmark.com/SpeedTest/2801/IntelR-CoreTM-i7-CPU-------X-940----213GHz
CPU,Intel,Core i5-2400S,60.4,Core,i5,2400S,https://cpu.userbenchmark.com/SpeedTest/304/IntelR-CoreTM-i5-2400S-CPU---250GHz
CPU,Intel,Core i3-2125,60.3,Core,i3,2125,https://cpu.userbenchmark.com/SpeedTest/3545/IntelR-CoreTM-i3-2125-CPU---330GHz
CPU,Intel,Pentium G4560T,60.2,Pentium,Pentium,G4560T,https://cpu.userbenchmark.com/SpeedTest/467086/IntelR-PentiumR-CPU-G4560T---290GHz
CPU,Intel,Pentium G4520,60.1,Pentium,Pentium,G4520,https://cpu.userbenchmark.com/Intel-Pentium-G4520/Rating/3537
CPU,Intel,Core i7-6820HQ,60.1,Core,i7,6820HQ,https://cpu.userbenchmark.com/SpeedTest/43500/IntelR-CoreTM-i7-6820HQ-CPU---270GHz
CPU,Intel,Core i7-2760QM,59.9,Core,i7,2760QM,https://cpu.userbenchmark.com/SpeedTest/949/IntelR-CoreTM-i7-2760QM-CPU---240GHz
CPU,AMD,FX-8370E,59.9,FX-8370E,FX-,8370E,https://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984
CPU,Intel,Xeon E5-1603 0,59.9,Xeon,Xeon E5-1603,0,https://cpu.userbenchmark.com/SpeedTest/9880/IntelR-XeonR-CPU-E5-1603-0---280GHz
CPU,Intel,Xeon E5-2620 v2,59.9,Xeon,Xeon E5-2620,2,https://cpu.userbenchmark.com/SpeedTest/4718/IntelR-XeonR-CPU-E5-2620-v2---210GHz
CPU,Intel,Core i7-4710MQ,59.7,Core,i7,4710MQ,https://cpu.userbenchmark.com/SpeedTest/9397/IntelR-CoreTM-i7-4710MQ-CPU---250GHz
CPU,Intel,Core i7-5550U,59.7,Core,i7,5550U,https://cpu.userbenchmark.com/SpeedTest/203876/IntelR-CoreTM-i7-5550U-CPU---200GHz
CPU,AMD,FX-8310,59.6,FX-8310,FX-,8310,https://cpu.userbenchmark.com/SpeedTest/18534/AMD-FXtm-8310-Eight-Core-Processor
CPU,Intel,Core i7-8665U,59.6,Core,i7,8665U,https://cpu.userbenchmark.com/SpeedTest/740553/IntelR-CoreTM-i7-8665U-CPU---190GHz
CPU,Intel,Xeon L5520,59.5,Xeon,Xeon,,https://cpu.userbenchmark.com/SpeedTest/6285/IntelR-XeonR-CPU-----------L5520----227GHz
CPU,Intel,Xeon E5620,59.4,Xeon,Xeon E562,0,https://cpu.userbenchmark.com/SpeedTest/6971/IntelR-XeonR-CPU-----------E5620----240GHz
CPU,Intel,Xeon E5-2630 0,59.3,Xeon,Xeon E5-2630,0,https://cpu.userbenchmark.com/SpeedTest/6512/IntelR-XeonR-CPU-E5-2630-0---230GHz
CPU,AMD,FX-6350 Six-Core,59.2,FX-6350,FX-,6350,https://cpu.userbenchmark.com/SpeedTest/713/AMD-FXtm-6350-Six-Core-Processor
CPU,Intel,Core i3-7167U,59.2,Core,i3,7167U,https://cpu.userbenchmark.com/SpeedTest/357115/IntelR-CoreTM-i3-7167U-CPU---280GHz
CPU,Intel,Xeon E5520,59.1,Xeon,Xeon E552,0,https://cpu.userbenchmark.com/SpeedTest/5884/IntelR-XeonR-CPU-----------E5520----227GHz
CPU,Intel,Pentium G3470,59.1,Pentium,Pentium,G3470,https://cpu.userbenchmark.com/SpeedTest/28614/IntelR-PentiumR-CPU-G3470---360GHz
CPU,AMD,Athlon 240GE,59.1,Athlon,Athlon,240GE,https://cpu.userbenchmark.com/SpeedTest/705151/AMD-Athlon-240GE-with-Radeon-Vega-Graphics
CPU,Intel,Core i3-3250,58.7,Core,i3,3250,https://cpu.userbenchmark.com/SpeedTest/4950/IntelR-CoreTM-i3-3250-CPU---350GHz
CPU,Intel,Core i7-6700HQ,58.7,Core,i7,6700HQ,https://cpu.userbenchmark.com/SpeedTest/34954/IntelR-CoreTM-i7-6700HQ-CPU---260GHz
CPU,AMD,Phenom II X6 1100T,58.6,Phenom,Phenom II,X6,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1100T/Rating/2004
CPU,Intel,Core i7-4700MQ,58.6,Core,i7,4700MQ,https://cpu.userbenchmark.com/Intel-Core-i7-4700MQ/Rating/2727
CPU,Intel,Core X 920,58.6,Core,,,https://cpu.userbenchmark.com/SpeedTest/7179/IntelR-CoreTM-CPU----------X-920----200GHz
CPU,AMD,FX-8150,58.6,FX-8150,FX-,8150,https://cpu.userbenchmark.com/AMD-FX-8150/Rating/2006
CPU,Intel,Core i3-3225,58.5,Core,i3,3225,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488
CPU,Intel,Core i7-2820QM,58.5,Core,i7,2820QM,https://cpu.userbenchmark.com/SpeedTest/3145/IntelR-CoreTM-i7-2820QM-CPU---230GHz
CPU,AMD,FX-8320,58.5,FX-8320,FX-,8320,https://cpu.userbenchmark.com/AMD-FX-8320/Rating/1983
CPU,Intel,Core i3-2105,58.5,Core,i3,2105,https://cpu.userbenchmark.com/SpeedTest/2747/IntelR-CoreTM-i3-2105-CPU---310GHz
CPU,AMD,FX-6200 Six-Core,58.5,FX-6200,FX-,6200,https://cpu.userbenchmark.com/SpeedTest/2658/AMD-FXtm-6200-Six-Core-Processor
CPU,Intel,Core i7-4610M,58.3,Core,i7,4610M,https://cpu.userbenchmark.com/SpeedTest/11649/IntelR-CoreTM-i7-4610M-CPU---300GHz
CPU,AMD,Phenom II X4 B65,58.1,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/6054/AMD-Phenomtm-II-X4-B65-Processor
CPU,Intel,Core i7-2675QM,58.0,Core,i7,2675QM,https://cpu.userbenchmark.com/SpeedTest/597/IntelR-CoreTM-i7-2675QM-CPU---220GHz
CPU,AMD,Phenom II X4 980,58.0,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/5445/AMD-Phenomtm-II-X4-980-Processor
CPU,Intel,Core i5-5287U,58.0,Core,i5,5287U,https://cpu.userbenchmark.com/SpeedTest/25610/IntelR-CoreTM-i5-5287U-CPU---290GHz
CPU,Intel,Core i7-4710HQ,57.9,Core,i7,4710HQ,https://cpu.userbenchmark.com/SpeedTest/11499/IntelR-CoreTM-i7-4710HQ-CPU---250GHz
CPU,Intel,Core i7-4720HQ,57.8,Core,i7,4720HQ,https://cpu.userbenchmark.com/SpeedTest/20045/IntelR-CoreTM-i7-4720HQ-CPU---260GHz
CPU,AMD,FX-8320E,57.8,FX-8320E,FX-,8320E,https://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985
CPU,Intel,Core i7-4558U,57.7,Core,i7,4558U,https://cpu.userbenchmark.com/SpeedTest/4092/IntelR-CoreTM-i7-4558U-CPU---280GHz
CPU,Intel,Core i5-1035G7,57.7,Core,i5,1035G7,https://cpu.userbenchmark.com/SpeedTest/920409/IntelR-CoreTM-i5-1035G7-CPU---120GHz
CPU,AMD,Athlon 220GE,57.7,Athlon,Athlon,220GE,https://cpu.userbenchmark.com/SpeedTest/700311/AMD-Athlon-220GE-with-Radeon-Vega-Graphics
CPU,Intel,Core i5-4570T,57.7,Core,i5,4570T,https://cpu.userbenchmark.com/SpeedTest/6853/IntelR-CoreTM-i5-4570T-CPU---290GHz
CPU,Intel,Core i7-2720QM,57.7,Core,i7,2720QM,https://cpu.userbenchmark.com/SpeedTest/532/IntelR-CoreTM-i7-2720QM-CPU---220GHz
CPU,Intel,Core i5-10210Y,57.7,Core,i5,10210Y,https://cpu.userbenchmark.com/SpeedTest/1005724/IntelR-CoreTM-i5-10210Y-CPU---100GHz
CPU,Intel,Core i3-6100T,57.6,Core,i3,6100T,https://cpu.userbenchmark.com/SpeedTest/40317/IntelR-CoreTM-i3-6100T-CPU---320GHz
CPU,AMD,FX-8300,57.6,FX-8300,FX-,8300,https://cpu.userbenchmark.com/SpeedTest/7163/AMD-FXtm-8300-Eight-Core-Processor
CPU,Intel,Pentium G3460,57.6,Pentium,Pentium,G3460,https://cpu.userbenchmark.com/Intel-Pentium-G3460/Rating/2818
CPU,Intel,Xeon E5-2620 0,57.5,Xeon,Xeon E5-2620,0,https://cpu.userbenchmark.com/SpeedTest/5895/IntelR-XeonR-CPU-E5-2620-0---200GHz
CPU,AMD,Athlon II X4 555,57.5,Athlon,Athlon II,X4,https://cpu.userbenchmark.com/SpeedTest/12528/AMD-Athlontm-II-X4-555-Processor
CPU,Intel,Core i3-2130,57.5,Core,i3,2130,https://cpu.userbenchmark.com/SpeedTest/424/IntelR-CoreTM-i3-2130-CPU---340GHz
CPU,Intel,Core i7-2635QM,57.4,Core,i7,2635QM,https://cpu.userbenchmark.com/SpeedTest/12770/IntelR-CoreTM-i7-2635QM-CPU---200GHz
CPU,Intel,Core i7-6567U,57.4,Core,i7,6567U,https://cpu.userbenchmark.com/SpeedTest/150864/IntelR-CoreTM-i7-6567U-CPU---330GHz
CPU,Intel,Core i5-8365U,57.3,Core,i5,8365U,https://cpu.userbenchmark.com/SpeedTest/774761/IntelR-CoreTM-i5-8365U-CPU---160GHz
CPU,Intel,Pentium G4560,57.3,Pentium,Pentium,G4560,https://cpu.userbenchmark.com/Intel-Pentium-G4560/Rating/3892
CPU,AMD,FX-4350,57.3,FX-4350,FX-,4350,https://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880
CPU,Intel,Core i3-3210,57.2,Core,i3,3210,https://cpu.userbenchmark.com/SpeedTest/3090/IntelR-CoreTM-i3-3210-CPU---320GHz
CPU,Intel,Pentium G3440,57.1,Pentium,Pentium,G3440,https://cpu.userbenchmark.com/Intel-Pentium-G3440/Rating/2435
CPU,AMD,Phenom II X4 975,57.0,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/3020/AMD-Phenomtm-II-X4-975-Processor
CPU,AMD,Phenom II X6 1090T,57.0,Phenom,Phenom II,X6,https://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor
CPU,Intel,Core i3-7100,57.0,Core,i3,7100,https://cpu.userbenchmark.com/Intel-Core-i3-7100/Rating/3891
CPU,AMD,Ryzen 3 1200,57.0,Ryzen,Ryzen 3,1200,https://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931
CPU,Intel,Core i5-4200H,57.0,Core,i5,4200H,https://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz
CPU,Intel,Core i3-4170,56.9,Core,i3,4170,https://cpu.userbenchmark.com/SpeedTest/28214/IntelR-CoreTM-i3-4170-CPU---370GHz
CPU,Intel,Core2 Extreme X9770,56.8,Core2,Core2 Extreme,Extreme,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR-CoreTM2-Extreme-CPU-X9770----320GHz
CPU,Intel,Celeron G6900,56.7,Celeron,Celeron,G6900,https://cpu.userbenchmark.com/SpeedTest/1771393/IntelR-CeleronR-G6900
CPU,Intel,Core i7 X 920,56.6,Core,Core i7 X,920,https://cpu.userbenchmark.com/SpeedTest/4179/IntelR-CoreTM-i7-CPU-------X-920----200GHz
CPU,Intel,Core i7-10510Y,56.5,Core,i7,10510Y,https://cpu.userbenchmark.com/SpeedTest/1048467/IntelR-CoreTM-i7-10510Y-CPU---120GHz
CPU,Intel,Pentium G3430,56.5,Pentium,Pentium,G3430,https://cpu.userbenchmark.com/Intel-Pentium-G3430/Rating/1969
CPU,Intel,Core i5-7300HQ,56.5,Core,i5,7300HQ,https://cpu.userbenchmark.com/SpeedTest/223877/IntelR-CoreTM-i5-7300HQ-CPU---250GHz
CPU,Intel,Core i3-6167U,56.5,Core,i3,6167U,https://cpu.userbenchmark.com/SpeedTest/175469/IntelR-CoreTM-i3-6167U-CPU---270GHz
CPU,Intel,Core i7-10510U,56.4,Core,i7,10510U,https://cpu.userbenchmark.com/SpeedTest/891469/IntelR-CoreTM-i7-10510U-CPU---180GHz
CPU,AMD,FX-8120,56.4,FX-8120,FX-,8120,https://cpu.userbenchmark.com/SpeedTest/173/AMD-FXtm-8120-Eight-Core-Processor
CPU,AMD,Phenom II X4 970,56.3,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor
CPU,Intel,Core i7-2670QM,56.3,Core,i7,2670QM,https://cpu.userbenchmark.com/Intel-Core-i7-2670QM/Rating/1982
CPU,Intel,Xeon E5-2609 0,56.3,Xeon,Xeon E5-2609,0,https://cpu.userbenchmark.com/SpeedTest/2762/IntelR-XeonR-CPU-E5-2609-0---240GHz
CPU,Intel,Pentium G4500,56.3,Pentium,Pentium,G4500,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538
CPU,Intel,Core i5-4258U,56.3,Core,i5,4258U,https://cpu.userbenchmark.com/SpeedTest/5904/IntelR-CoreTM-i5-4258U-CPU---240GHz
CPU,Intel,Celeron G3950,56.2,Celeron,Celeron,G3950,https://cpu.userbenchmark.com/SpeedTest/242877/IntelR-CeleronR-CPU-G3950---300GHz
CPU,Intel,Core i3-4130T,56.2,Core,i3,4130T,https://cpu.userbenchmark.com/SpeedTest/13080/IntelR-CoreTM-i3-4130T-CPU---290GHz
CPU,Intel,Core i7-5650U,56.1,Core,i7,5650U,https://cpu.userbenchmark.com/SpeedTest/26818/IntelR-CoreTM-i7-5650U-CPU---220GHz
CPU,Intel,Core i7 Q 840,56.1,Core,Core i7 Q,,https://cpu.userbenchmark.com/SpeedTest/2642/IntelR-CoreTM-i7-CPU-------Q-840----187GHz
CPU,Intel,Pentium G3450,56.0,Pentium,Pentium,G3450,https://cpu.userbenchmark.com/SpeedTest/24201/IntelR-PentiumR-CPU-G3450---340GHz
CPU,Intel,Core i7-4600M,56.0,Core,i7,4600M,https://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz
CPU,Intel,Core i7-3540M,56.0,Core,i7,3540M,https://cpu.userbenchmark.com/SpeedTest/921/IntelR-CoreTM-i7-3540M-CPU---300GHz
CPU,Intel,Core i5-6260U,55.9,Core,i5,6260U,https://cpu.userbenchmark.com/SpeedTest/37385/IntelR-CoreTM-i5-6260U-CPU---180GHz
CPU,AMD,Phenom II X6 1075T,55.9,Phenom,Phenom II,X6,https://cpu.userbenchmark.com/SpeedTest/913/AMD-Phenomtm-II-X6-1075T-Processor
CPU,AMD,Phenom II X4 B60,55.8,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/8154/AMD-Phenomtm-II-X4-B60-Processor
CPU,Intel,Core i5-3470T,55.8,Core,i5,3470T,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz
CPU,AMD,FX-4170 Quad-Core,55.6,FX-4170,FX-,4170,https://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor
CPU,Intel,Celeron G5900,55.5,Celeron,Celeron,G5900,https://cpu.userbenchmark.com/SpeedTest/1187562/IntelR-CeleronR-G5900-CPU---340GHz
CPU,Intel,Core i5-1035G4,55.5,Core,i5,1035G4,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR-CoreTM-i5-1035G4-CPU---110GHz
CPU,AMD,FX-6120 Six-Core,55.4,FX-6120,FX-,6120,https://cpu.userbenchmark.com/SpeedTest/7026/AMD-FXtm-6120-Six-Core-Processor
CPU,Intel,Core i5-3380M,55.4,Core,i5,3380M,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz
CPU,Intel,Core i3-6100,55.4,Core,i3,6100,https://cpu.userbenchmark.com/Intel-Core-i3-6100/Rating/3511
CPU,Intel,Core i3-4150,55.2,Core,i3,4150,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309
CPU,Intel,Core i7-2630QM,55.2,Core,i7,2630QM,https://cpu.userbenchmark.com/Intel-Core-i7-2630QM/Rating/2729
CPU,AMD,FX-6300,55.2,FX-6300,FX-,6300,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555
CPU,Intel,Xeon E5507,55.2,Xeon,Xeon E550,7,https://cpu.userbenchmark.com/SpeedTest/13794/IntelR-XeonR-CPU-----------E5507----227GHz
CPU,Intel,Core i3-3240,55.1,Core,i3,3240,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz
CPU,Intel,Core i3-4160,55.1,Core,i3,4160,https://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816
CPU,AMD,Ryzen 3 2300U,55.0,Ryzen,Ryzen 3,2300U,https://cpu.userbenchmark.com/SpeedTest/511816/AMD-Ryzen-3-2300U-with-Radeon-Vega-Mobile-Gfx
CPU,Intel,Core i7-7560U,54.9,Core,i7,7560U,https://cpu.userbenchmark.com/SpeedTest/262014/IntelR-CoreTM-i7-7560U-CPU---240GHz
CPU,Intel,Core i3-7130U,54.9,Core,i3,7130U,https://cpu.userbenchmark.com/SpeedTest/376899/IntelR-CoreTM-i3-7130U-CPU---270GHz
CPU,Intel,Core i7-8565U,54.7,Core,i7,8565U,https://cpu.userbenchmark.com/SpeedTest/591977/IntelR-CoreTM-i7-8565U-CPU---180GHz
CPU,Intel,Core i5-5257U,54.6,Core,i5,5257U,https://cpu.userbenchmark.com/SpeedTest/25441/IntelR-CoreTM-i5-5257U-CPU---270GHz
CPU,Intel,Core i3-3220T,54.6,Core,i3,3220T,https://cpu.userbenchmark.com/SpeedTest/2602/IntelR-CoreTM-i3-3220T-CPU---280GHz
CPU,AMD,Ryzen 3 3300U,54.5,Ryzen,Ryzen 3,3300U,https://cpu.userbenchmark.com/SpeedTest/827713/AMD-Ryzen-3-3300U-with-Radeon-Vega-Mobile-Gfx
CPU,Intel,Xeon X5470,54.5,Xeon,Xeon X547,0,https://cpu.userbenchmark.com/SpeedTest/14102/IntelR-XeonR-CPU-----------X5470----333GHz
CPU,Intel,Core i3-6157U,54.4,Core,i3,6157U,https://cpu.userbenchmark.com/SpeedTest/187565/IntelR-CoreTM-i3-6157U-CPU---240GHz
CPU,Intel,Xeon E5506,54.2,Xeon,Xeon E550,6,https://cpu.userbenchmark.com/SpeedTest/11152/IntelR-XeonR-CPU-----------E5506----213GHz
CPU,Intel,Core i7-7660U,54.2,Core,i7,7660U,https://cpu.userbenchmark.com/SpeedTest/274151/IntelR-CoreTM-i7-7660U-CPU---250GHz
CPU,AMD,Ryzen 7 3750H,54.1,Ryzen,Ryzen 7,3750H,https://cpu.userbenchmark.com/SpeedTest/786211/AMD-Ryzen-7-3750H-with-Radeon-Vega-Mobile-Gfx
CPU,AMD,Phenom II X4 20,54.1,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/4534/AMD-Phenomtm-II-X4-20-Processor
CPU,AMD,Phenom II X6 1055T,54.0,Phenom,Phenom II,X6,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1055T/Rating/2003
CPU,AMD,Phenom II X4 B55,54.0,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/878/AMD-Phenomtm-II-X4-B55-Processor
CPU,AMD,Phenom II X4 960T,53.9,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/1813/AMD-Phenomtm-II-X4-960T-Processor
CPU,Intel,Core i5-3360M,53.9,Core,i5,3360M,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz
CPU,Intel,Core i7 Q 740,53.8,Core,Core i7 Q,,https://cpu.userbenchmark.com/SpeedTest/415/IntelR-CoreTM-i7-CPU-------Q-740----173GHz
CPU,Intel,Core i5-6300HQ,53.7,Core,i5,6300HQ,https://cpu.userbenchmark.com/SpeedTest/38166/IntelR-CoreTM-i5-6300HQ-CPU---230GHz
CPU,Intel,Core i7-2640M,53.7,Core,i7,2640M,https://cpu.userbenchmark.com/SpeedTest/791/IntelR-CoreTM-i7-2640M-CPU---280GHz
CPU,Intel,Pentium G2130,53.6,Pentium,Pentium,G2130,https://cpu.userbenchmark.com/SpeedTest/9126/IntelR-PentiumR-CPU-G2130---320GHz
CPU,Intel,Celeron G5920,53.6,Celeron,Celeron,G5920,https://cpu.userbenchmark.com/SpeedTest/1197531/IntelR-CeleronR-G5920-CPU---350GHz
CPU,AMD,FX-6100,53.5,FX-6100,FX-,6100,https://cpu.userbenchmark.com/AMD-FX-6100/Rating/1984
CPU,AMD,Athlon 200GE,53.5,Athlon,Athlon,200GE,https://cpu.userbenchmark.com/SpeedTest/592714/AMD-Athlon-200GE-with-Radeon-Vega-Graphics
CPU,Intel,Pentium G3420,53.5,Pentium,Pentium,G3420,https://cpu.userbenchmark.com/Intel-Pentium-G3420/Rating/1968
CPU,AMD,Phenom II X6 1045T,53.5,Phenom,Phenom II,X6,https://cpu.userbenchmark.com/SpeedTest/1873/AMD-Phenomtm-II-X6-1045T-Processor
CPU,Intel,Core i5-10210U,53.4,Core,i5,10210U,https://cpu.userbenchmark.com/SpeedTest/819403/IntelR-CoreTM-i5-10210U-CPU---160GHz
CPU,AMD,A10-6790K APU (2013 D.Ri),53.3,A10-6790K,A10-,6790K,https://cpu.userbenchmark.com/SpeedTest/13499/AMD-A10-6790K-APU-with-Radeontm-HD-Graphics
CPU,Intel,Core i3-2120T,53.3,Core,i3,2120T,https://cpu.userbenchmark.com/SpeedTest/2686/IntelR-CoreTM-i3-2120T-CPU---260GHz
CPU,Intel,Core i7-3520M,53.2,Core,i7,3520M,https://cpu.userbenchmark.com/SpeedTest/50/IntelR-CoreTM-i7-3520M-CPU---290GHz
CPU,AMD,Ryzen 5 3550H,53.2,Ryzen,Ryzen 5,3550H,https://cpu.userbenchmark.com/SpeedTest/718601/AMD-Ryzen-5-3550H-with-Radeon-Vega-Mobile-Gfx
CPU,Intel,Core i7-1065G7,53.2,Core,i7,1065G7,https://cpu.userbenchmark.com/SpeedTest/888368/IntelR-CoreTM-i7-1065G7-CPU---130GHz
CPU,Intel,Core i5-8250U,53.1,Core,i5,8250U,https://cpu.userbenchmark.com/SpeedTest/338266/IntelR-CoreTM-i5-8250U-CPU---160GHz
CPU,Intel,Core i7-6650U,53.1,Core,i7,6650U,https://cpu.userbenchmark.com/SpeedTest/40238/IntelR-CoreTM-i7-6650U-CPU---220GHz
CPU,Intel,Core i7-8550U,53.0,Core,i7,8550U,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR-CoreTM-i7-8550U-CPU---180GHz
CPU,Intel,Core i5-2435M,52.9,Core,i5,2435M,https://cpu.userbenchmark.com/SpeedTest/968/IntelR-CoreTM-i5-2435M-CPU---240GHz
CPU,AMD,Athlon 3000G,52.9,Athlon,Athlon,3000G,https://cpu.userbenchmark.com/SpeedTest/968952/AMD-Athlon-3000G-with-Radeon-Vega-Graphics
CPU,AMD,Phenom II X6 1035T,52.9,Phenom,Phenom II,X6,https://cpu.userbenchmark.com/SpeedTest/1603/AMD-Phenomtm-II-X6-1035T-Processor
CPU,AMD,Phenom II X4 840T,52.9,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/SpeedTest/8545/AMD-Phenomtm-II-X4-840T-Processor
CPU,Intel,Core i3-8145U,52.8,Core,i3,8145U,https://cpu.userbenchmark.com/SpeedTest/616038/IntelR-CoreTM-i3-8145U-CPU---210GHz
CPU,Intel,Core i5-8265U,52.7,Core,i5,8265U,https://cpu.userbenchmark.com/SpeedTest/566107/IntelR-CoreTM-i5-8265U-CPU---160GHz
CPU,Intel,Core i7-3687U,52.6,Core,i7,3687U,https://cpu.userbenchmark.com/SpeedTest/2934/IntelR-CoreTM-i7-3687U-CPU---210GHz
CPU,Intel,Pentium G2120,52.6,Pentium,Pentium,G2120,https://cpu.userbenchmark.com/SpeedTest/448/IntelR-PentiumR-CPU-G2120---310GHz
CPU,Intel,Pentium G3258,52.6,Pentium,Pentium,G3258,https://cpu.userbenchmark.com/Intel-Pentium-G3258/Rating/2434
CPU,Intel,Core2 Extreme X9650,52.6,Core2,Core2 Extreme,Extreme,https://cpu.userbenchmark.com/SpeedTest/2662/IntelR-CoreTM2-Extreme-CPU-X9650----300GHz
CPU,Intel,Core i5-3340M,52.6,Core,i5,3340M,https://cpu.userbenchmark.com/SpeedTest/1915/IntelR-CoreTM-i5-3340M-CPU---270GHz
CPU,AMD,Phenom II X4 965,52.6,Phenom,Phenom II,X4,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-965/Rating/606
CPU,Intel,Celeron G1850,52.5,Celeron,Celeron,G1850,https://cpu.userbenchmark.com/Intel-Celeron-G1850/Rating/2850
CPU,Intel,Core i7 Q 820,52.5,Core,Core i7 Q,,https://cpu.userbenchmark.com/SpeedTest/3571/IntelR-CoreTM-i7-CPU-------Q-820----173GHz
CPU,Intel,Celeron G1830,52.4,Celeron,Celeron,G1830,https://cpu.userbenchmark.com/Intel-Celeron-G1830/Rating/2848
CPU,Intel,Pentium G870,52.4,Pentium,Pentium,G870,https://cpu.userbenchmark.com/SpeedTest/9348/IntelR-PentiumR-CPU-G870---310GHz
